created_at,id_str,text,lang,user.screen_name,user.name,user.id_str,user.description,user.location,user.time_zone,user.utc_offset,user.lang,user.followers_count,user.listed_count,user.favourites_count,user.statuses_count,user.friends_count,retweeted_status.text,retweeted_status.created_at,retweeted_status.id_str,retweeted_status.user.screen_name,quoted_status.text,quoted_status.created_at,quoted_status.id_str,quoted_status.user.screen_name
Fri Apr 21 2017 02:31:35 GMT-0400 (EDT),855308000000000000,RT @ReclaimCT: Tonight @ReclaimCT came for supper with @helenzille We done with the lies and excuses on Tafelberg. Read our demands https:/‰Û_,en,spiritstalker,haidee,15579305,food activist. human being,"Cape Town, South Africa",Greenland,-7200,en,326,32,574,2762,,Tonight @ReclaimCT came for supper with @helenzille We done with the lies and excuses on Tafelberg. Read our demand‰Û_ https://t.co/D2rFXJRrC2,Thu Apr 20 2017 17:22:33 GMT-0400 (EDT),8.55E+17,ReclaimCT,,,,
Fri Apr 21 2017 02:31:35 GMT-0400 (EDT),855308000000000000,RT @ReclaimCT: Tonight @ReclaimCT came for supper with @helenzille We done with the lies and excuses on Tafelberg. Read our demands https:/‰Û_,en,spiritstalker,haidee,15579305,food activist. human being,"Cape Town, South Africa",Greenland,-7200,en,326,32,574,2762,,Tonight @ReclaimCT came for supper with @helenzille We done with the lies and excuses on Tafelberg. Read our demand‰Û_ https://t.co/D2rFXJRrC2,Thu Apr 20 2017 17:22:33 GMT-0400 (EDT),8.55E+17,ReclaimCT,,,,
Fri Apr 21 2017 02:56:13 GMT-0400 (EDT),855314000000000000,@LorikaElliott @Swannie1 @camerondugmore I think the actions of Reclaim the City &amp; fellow travellers show a growing‰Û_ https://t.co/VkZ1opvC7j,en,Bluewave4,Tsunami,296739018,Trigger warning: may cause offence to narcissists with sticks up their arses,South Africa,Pretoria,7200,en,254,8,27,5870,,,,,,,,,
Fri Apr 21 2017 02:56:13 GMT-0400 (EDT),855314000000000000,@LorikaElliott @Swannie1 @camerondugmore I think the actions of Reclaim the City &amp; fellow travellers show a growing‰Û_ https://t.co/VkZ1opvC7j,en,Bluewave4,Tsunami,296739018,Trigger warning: may cause offence to narcissists with sticks up their arses,South Africa,Pretoria,7200,en,254,8,27,5870,,,,,,,,,
Fri Apr 21 2017 03:06:55 GMT-0400 (EDT),855317000000000000,RT @Bluewave4: @LorikaElliott @Swannie1 @camerondugmore I think the actions of Reclaim the City &amp; fellow travellers show a growing desperat‰Û_,en,LorikaElliott,Lorika Elliott,394543223,"Mortal‰Û¢Woman‰Û¢Wife‰Û¢Mother‰Û¢Stepmom to Rescued Doggy‰Û¢Wine-lover‰Û¢Foodie‰Û¢Wannabe Chef & Fynbos expert‰Û¢""Inter-politico""‰Û¢West Coast Fan‰Û¢Slightly Arty-Farty","Western Cape, South Africa",Greenland,-7200,en,418,18,521,2726,,@LorikaElliott @Swannie1 @camerondugmore I think the actions of Reclaim the City &amp; fellow travellers show a growing‰Û_ https://t.co/VkZ1opvC7j,Fri Apr 21 2017 02:56:13 GMT-0400 (EDT),8.55E+17,Bluewave4,,,,
Fri Apr 21 2017 03:06:55 GMT-0400 (EDT),855317000000000000,RT @Bluewave4: @LorikaElliott @Swannie1 @camerondugmore I think the actions of Reclaim the City &amp; fellow travellers show a growing desperat‰Û_,en,LorikaElliott,Lorika Elliott,394543223,"Mortal‰Û¢Woman‰Û¢Wife‰Û¢Mother‰Û¢Stepmom to Rescued Doggy‰Û¢Wine-lover‰Û¢Foodie‰Û¢Wannabe Chef & Fynbos expert‰Û¢""Inter-politico""‰Û¢West Coast Fan‰Û¢Slightly Arty-Farty","Western Cape, South Africa",Greenland,-7200,en,418,18,521,2726,,@LorikaElliott @Swannie1 @camerondugmore I think the actions of Reclaim the City &amp; fellow travellers show a growing‰Û_ https://t.co/VkZ1opvC7j,Fri Apr 21 2017 02:56:13 GMT-0400 (EDT),8.55E+17,Bluewave4,,,,
Fri Apr 21 2017 03:11:00 GMT-0400 (EDT),855318000000000000,RT @Bluewave4: @LorikaElliott @Swannie1 @camerondugmore I think the actions of Reclaim the City &amp; fellow travellers show a growing desperat‰Û_,en,Swannie1,Donnae,30165536,also known as the Rottweiler - I tweet in my personal capacity -- Proudly living in the hard of hearing community,Cape Town,Kyiv,10800,en,2116,39,274,25076,,@LorikaElliott @Swannie1 @camerondugmore I think the actions of Reclaim the City &amp; fellow travellers show a growing‰Û_ https://t.co/VkZ1opvC7j,Fri Apr 21 2017 02:56:13 GMT-0400 (EDT),8.55E+17,Bluewave4,,,,
Fri Apr 21 2017 03:29:31 GMT-0400 (EDT),855323000000000000,Last night @ReclaimCT went for supper with @helenzille done with the lies and excuses on Tafelberg. Read our demand‰Û_ https://t.co/s7TLHwwEfG,en,ReclaimCT,Reclaim The City,7.01E+17,Resist unjust evictions. Disrupt property power. Occupy public buildings. Stop the sale of public land. Build affordable housing. Desegregate & Reclaim the City,"Cape Town, South Africa",,,en,1227,16,185,2230,,,,,,,,,
Fri Apr 21 2017 03:31:42 GMT-0400 (EDT),855323000000000000,RT @PaulBegijn: Dat was een beste klim. Maar het uitzicht mag er zijn #Tafelberg #hike #Kaapstad #travel met @LRepkes en @MatokeTours https‰Û_,nl,RTCapetown,Cape Town,7.55E+17,Brother of @TerblancheTom sharing some #Capetown related content. Contact me @TheCozyJoker or @MammaSA_ for any enquiries.,"Capetown, South Africa",Pacific Time (US & Canada),-25200,en,1034,515,220,14068,,Dat was een beste klim. Maar het uitzicht mag er zijn #Tafelberg #hike #Kaapstad #travel met @LRepkes en‰Û_ https://t.co/VanPYMNqMP,Fri Apr 21 2017 03:24:48 GMT-0400 (EDT),8.55E+17,PaulBegijn,,,,
Fri Apr 21 2017 03:41:04 GMT-0400 (EDT),855325000000000000,RT @Bluewave4: @LorikaElliott @Swannie1 @camerondugmore I think the actions of Reclaim the City &amp; fellow travellers show a growing desperat‰Û_,en,ALETTAHA,ALETTAHA‰÷_‰ª´‰÷Û,337554845,"Each person in life should be treated with respect, even those that don't deserve it. ‰÷_‰ª´‰÷Û ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ *I am the gatekeeper of the hashtag ‰__ #capetownisawesome *",CPT SA Defending the underdog‰÷Ô,,,en,3715,216,670,201424,,@LorikaElliott @Swannie1 @camerondugmore I think the actions of Reclaim the City &amp; fellow travellers show a growing‰Û_ https://t.co/VkZ1opvC7j,Fri Apr 21 2017 02:56:13 GMT-0400 (EDT),8.55E+17,Bluewave4,,,,
Fri Apr 21 2017 03:41:04 GMT-0400 (EDT),855325000000000000,RT @Bluewave4: @LorikaElliott @Swannie1 @camerondugmore I think the actions of Reclaim the City &amp; fellow travellers show a growing desperat‰Û_,en,ALETTAHA,ALETTAHA‰÷_‰ª´‰÷Û,337554845,"Each person in life should be treated with respect, even those that don't deserve it. ‰÷_‰ª´‰÷Û ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ‰ªÂ *I am the gatekeeper of the hashtag ‰__ #capetownisawesome *",CPT SA Defending the underdog‰÷Ô,,,en,3715,216,670,201445,,@LorikaElliott @Swannie1 @camerondugmore I think the actions of Reclaim the City &amp; fellow travellers show a growing‰Û_ https://t.co/VkZ1opvC7j,Fri Apr 21 2017 02:56:13 GMT-0400 (EDT),8.55E+17,Bluewave4,,,,
Fri Apr 21 2017 03:45:04 GMT-0400 (EDT),855327000000000000,RT @PaulBegijn: Dat was een beste klim. Maar het uitzicht mag er zijn #Tafelberg #hike #Kaapstad #travel met @LRepkes en @MatokeTours https‰Û_,nl,ShareCapeTown,Share Cape Town,1707965545,"That's what we do! We share everything about Cape Town and the surroundings, but not limited to the Western Cape. | Email: sharecapetown@gmail.com","Cape Town /\/åøåøåøåø\/\, RSA",Athens,10800,en,3081,864,2252,40401,,Dat was een beste klim. Maar het uitzicht mag er zijn #Tafelberg #hike #Kaapstad #travel met @LRepkes en‰Û_ https://t.co/VanPYMNqMP,Fri Apr 21 2017 03:24:48 GMT-0400 (EDT),8.55E+17,PaulBegijn,,,,
Fri Apr 21 2017 03:50:21 GMT-0400 (EDT),855328000000000000,RT @ReclaimCT: Last night @ReclaimCT went for supper with @helenzille done with the lies and excuses on Tafelberg. Read our demands https:/‰Û_,en,pageflipt,Love Forgiveness,2587062551,"https://t.co/2C6n8XOjSU Lover.Loves life.Son, Brother, uncle,lover and a friend. Son Of The Most https://t.co/MP42AfuAaO Please!!!",cape town,,,en,210,5,2111,1189,,Last night @ReclaimCT went for supper with @helenzille done with the lies and excuses on Tafelberg. Read our demand‰Û_ https://t.co/s7TLHwwEfG,Fri Apr 21 2017 03:29:31 GMT-0400 (EDT),8.55E+17,ReclaimCT,,,,
Fri Apr 21 2017 04:03:25 GMT-0400 (EDT),855331000000000000,RT @ShuaibManjra: @ZackieAchmat @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi @equal_education @p‰Û_,en,tshepo_motsitsi,Tshepo Motsitsi,861522349,"Inquisitive, avid reader, sports fan, current affairs junkie, passionate about Mzansi & its people.","Soweto, South Africa",,,en,1434,24,11571,17561,,@ZackieAchmat @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi‰Û_ https://t.co/SYHzuqOXWH,Fri Apr 21 2017 04:01:55 GMT-0400 (EDT),8.55E+17,ShuaibManjra,,,,
Fri Apr 21 2017 04:03:25 GMT-0400 (EDT),855331000000000000,RT @ShuaibManjra: @ZackieAchmat @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi @equal_education @p‰Û_,en,tshepo_motsitsi,Tshepo Motsitsi,861522349,"Inquisitive, avid reader, sports fan, current affairs junkie, passionate about Mzansi & its people.","Soweto, South Africa",,,en,1434,24,11574,17563,,@ZackieAchmat @brettherron @AndiMakinana @RediTlhabi @Eusebius @bargematt @GavinSilber @NdifunaUkwazi‰Û_ https://t.co/SYHzuqOXWH,Fri Apr 21 2017 04:01:55 GMT-0400 (EDT),8.55E+17,ShuaibManjra,,,,
Fri Apr 21 2017 04:12:24 GMT-0400 (EDT),855333000000000000,RT @ReclaimCT: Last night @ReclaimCT went for supper with @helenzille done with the lies and excuses on Tafelberg. Read our demands https:/‰Û_,en,OtabengaTafari,Kurt Orderson,1469700216,Filmmaker / Visual Anthropologist,Cape Town / New Orleans ,Athens,10800,en,322,6,113,136,,Last night @ReclaimCT went for supper with @helenzille done with the lies and excuses on Tafelberg. Read our demand‰Û_ https://t.co/s7TLHwwEfG,Fri Apr 21 2017 03:29:31 GMT-0400 (EDT),8.55E+17,ReclaimCT,,,,
Fri Apr 21 2017 04:35:12 GMT-0400 (EDT),855339000000000000,RT @PaulBegijn: Dat was een beste klim. Maar het uitzicht mag er zijn #Tafelberg #hike #Kaapstad #travel met @LRepkes en @MatokeTours https‰Û_,nl,quentin_dixon,Cab Driver,475061476,Driver for @ExciteTaxis  - Making Cape Town a better place for all.,Cape Town,Pretoria,7200,en,1035,34,1902,6170,,Dat was een beste klim. Maar het uitzicht mag er zijn #Tafelberg #hike #Kaapstad #travel met @LRepkes en‰Û_ https://t.co/VanPYMNqMP,Fri Apr 21 2017 03:24:48 GMT-0400 (EDT),8.55E+17,PaulBegijn,,,,
Fri Apr 21 2017 05:14:50 GMT-0400 (EDT),855349000000000000,#Tafelberg sale shows DA doesn't occupy moral high ground https://t.co/CuFZ4xcrng via @IOL,en,greenpointclean,Luke Stevens,179878005,Parent. Programmer. Windsurfer. Skeptic. Tweets when annoyed.Tries not to cause traffic jams or be in them.,"Green Point, Cape Town",,,en,111,5,696,506,,,,,,,,,
Fri Apr 21 2017 05:18:20 GMT-0400 (EDT),855350000000000000,"Impossible not to interpret @helenzille actions and language in response to the #tafelberg OPPORTUNITY as RWL, neoliberal love-in",en,greenpointclean,Luke Stevens,179878005,Parent. Programmer. Windsurfer. Skeptic. Tweets when annoyed.Tries not to cause traffic jams or be in them.,"Green Point, Cape Town",,,en,111,5,696,506,,,,,,,,,
Fri Apr 21 2017 05:23:14 GMT-0400 (EDT),855351000000000000,RT @ReclaimCT: Cissie Gool House this morning _Ù÷ç https://t.co/aRYhvVAPfG,en,PaleoInDaHouz,PaleoDiet=EatYts,493441475,Decolonial Black. Actuary-in-the-making. Angry. Pan-Afrikanist. Black Conscious. 'Pro-Feminist'/Feminist. Fallist. Gender Non Conformist.,"Vanderbijlpark, South Africa",,,en,240,4,389,3086,,Cissie Gool House this morning _Ù÷ç https://t.co/aRYhvVAPfG,Thu Apr 20 2017 05:01:40 GMT-0400 (EDT),8.55E+17,ReclaimCT,,,,
Fri Apr 21 2017 05:27:28 GMT-0400 (EDT),855352000000000000,RT @PaulBegijn: Dat was een beste klim. Maar het uitzicht mag er zijn #Tafelberg #hike #Kaapstad #travel met @LRepkes en @MatokeTours https‰Û_,nl,WesthillKnysna,N2RS-Westhill,7.63E+17,Westhill is a 1920's Cape Dutch style heritage property that has undergone a complete renovation. It includes luxury guest bedrooms all with sea/estuary views.,"Knysna, South Africa",,,en,131,15,1012,714,,Dat was een beste klim. Maar het uitzicht mag er zijn #Tafelberg #hike #Kaapstad #travel met @LRepkes en‰Û_ https://t.co/VanPYMNqMP,Fri Apr 21 2017 03:24:48 GMT-0400 (EDT),8.55E+17,PaulBegijn,,,,
Fri Apr 21 2017 05:38:48 GMT-0400 (EDT),855355000000000000,RT @ReclaimCT: Cissie Gool House this morning _Ù÷ç https://t.co/aRYhvVAPfG,en,GlendaAphane,Glenda‰Ï¬,69251831,"I'm just trying to be a better person _ÙÎüAwkward palm tree _Ùçç [she/her]","Johannesburg, South Africa",Pretoria,7200,en,511,3,16129,14316,,Cissie Gool House this morning _Ù÷ç https://t.co/aRYhvVAPfG,Thu Apr 20 2017 05:01:40 GMT-0400 (EDT),8.55E+17,ReclaimCT,,,,
Fri Apr 21 2017 05:54:16 GMT-0400 (EDT),855359000000000000,RT @ZackieAchmat: All-White audience for @helenzille Black workers &amp; #Black &amp; White @ReclaimCT protestors https://t.co/qCxp7giJwW https://t‰Û_,en,GiladIsaacs,Gilad Isaacs,185887904,"Student of economics, activist, occasional polemicist.",Johannesburg,,,en,650,14,19,4143,,All-White audience for @helenzille Black workers &amp; #Black &amp; White @ReclaimCT protestors https://t.co/qCxp7giJwW https://t.co/ziXlXBPZZp,Thu Apr 20 2017 14:40:01 GMT-0400 (EDT),8.55E+17,ZackieAchmat,,,,
Fri Apr 21 2017 05:54:19 GMT-0400 (EDT),855359000000000000,RT @ReclaimCT: Tonight @ReclaimCT came for supper with @helenzille We done with the lies and excuses on Tafelberg. Read our demands https:/‰Û_,en,GiladIsaacs,Gilad Isaacs,185887904,"Student of economics, activist, occasional polemicist.",Johannesburg,,,en,650,14,19,4143,,Tonight @ReclaimCT came for supper with @helenzille We done with the lies and excuses on Tafelberg. Read our demand‰Û_ https://t.co/D2rFXJRrC2,Thu Apr 20 2017 17:22:33 GMT-0400 (EDT),8.55E+17,ReclaimCT,,,,
Fri Apr 21 2017 07:31:18 GMT-0400 (EDT),855383000000000000,RT @PaulBegijn: Dat was een beste klim. Maar het uitzicht mag er zijn #Tafelberg #hike #Kaapstad #travel met @LRepkes en @MatokeTours https‰Û_,nl,TerblancheTom,TomTerblanche,7.55E+17,Just another Capetonian sharing the goings on of this Beautiful place. Any enquiries contact @TheCozyJoker or @iMamaAfrica,"South Africa, Capetown",,,en,614,589,143,15407,,Dat was een beste klim. Maar het uitzicht mag er zijn #Tafelberg #hike #Kaapstad #travel met @LRepkes en‰Û_ https://t.co/VanPYMNqMP,Fri Apr 21 2017 03:24:48 GMT-0400 (EDT),8.55E+17,PaulBegijn,,,,
Fri Apr 21 2017 07:46:14 GMT-0400 (EDT),855387000000000000,RT @PaulBegijn: Dat was een beste klim. Maar het uitzicht mag er zijn #Tafelberg #hike #Kaapstad #travel met @LRepkes en @MatokeTours https‰Û_,nl,Cape_Buzz,Western Cape,7.28E+17,#SouthAfrica #Digital project.  Any enquiries please @TheCozyJoker or @IMamaAfrica  We share #WesternCape related hashtags.,"Capetown, South Africa",Pacific Time (US & Canada),-25200,en-gb,1240,627,250,24187,,Dat was een beste klim. Maar het uitzicht mag er zijn #Tafelberg #hike #Kaapstad #travel met @LRepkes en‰Û_ https://t.co/VanPYMNqMP,Fri Apr 21 2017 03:24:48 GMT-0400 (EDT),8.55E+17,PaulBegijn,,,,
Fri Apr 21 2017 08:00:09 GMT-0400 (EDT),855391000000000000,Seven placard-wielding supporters of civil rights group Reclaim The City disrupted Western Cape Premier Helen... https://t.co/jDkxxUXg9Y,en,PeoplesDailyOnl,PeoplesDailyOnlineSA,856471676,the fourth overseas subsidiary of People's Daily Online which is a leading key news website in China,South Africa,Hawaii,-36000,zh-cn,85,7,1,2452,,,,,,,,,
Fri Apr 21 2017 08:00:09 GMT-0400 (EDT),855391000000000000,Seven placard-wielding supporters of civil rights group Reclaim The City disrupted Western Cape Premier Helen... https://t.co/jDkxxUXg9Y,en,PeoplesDailyOnl,PeoplesDailyOnlineSA,856471676,the fourth overseas subsidiary of People's Daily Online which is a leading key news website in China,South Africa,Hawaii,-36000,zh-cn,85,7,1,2452,,,,,,,,,
Fri Apr 21 2017 08:38:31 GMT-0400 (EDT),855400000000000000,RT @ZackieAchmat: Watch @ReclaimCT protest #tweetthis @helenzille https://t.co/qCxp7giJwW  @AndiMakinana @Eusebius @RediTlhabi,en,JusGawd,Mthokozisi Almighty,2800625957,I wrote a new bio... And you love it 'cause it's wonderful,"Ngquza Hill, South Africa",,,en,183,4,2699,3500,,Watch @ReclaimCT protest #tweetthis @helenzille https://t.co/qCxp7giJwW  @AndiMakinana @Eusebius @RediTlhabi,Thu Apr 20 2017 14:28:13 GMT-0400 (EDT),8.55E+17,ZackieAchmat,,,,
Fri Apr 21 2017 09:37:32 GMT-0400 (EDT),855415000000000000,When you told people last night that #Tafelberg wasn't suitable for affordable housing what did you base that on? @helenzille @ReclaimCT,en,GrowAwaySA,JulianS,837346626,Spatial planning and urban law. If its not inclusive its not growth #tafelberg #standwithbromwell  #reclaimCT,Cape Town,,,en,111,6,31,773,,,,,,,,,
Fri Apr 21 2017 09:38:28 GMT-0400 (EDT),855415000000000000,"RT @DW_UCT: @helenzille stop tweeting, start listening poster at reclaim the city picket #StopTheSale #ReclaimCT #Tafelberg #270 https://t.‰Û_",en,AnarchistGQ,Kutloano,509099261,"Love Books, Soccer and Legitimate Loafing. Anti-Capitalist Anarchist who is passionate about Black Progression.",Jozi,Pretoria,7200,en,273,16,4484,6491,,"@helenzille stop tweeting, start listening poster at reclaim the city picket #StopTheSale #ReclaimCT #Tafelberg #270 https://t.co/fmfhfZCBVP",Tue Mar 21 2017 07:12:32 GMT-0400 (EDT),8.44E+17,DW_UCT,,,,
Fri Apr 21 2017 09:38:44 GMT-0400 (EDT),855416000000000000,.@helenzille @ReclaimCT Strange because every Social Housing Institution active in Cape Town says it is feasible on‰Û_ https://t.co/VFeSOWrJCa,en,GrowAwaySA,JulianS,837346626,Spatial planning and urban law. If its not inclusive its not growth #tafelberg #standwithbromwell  #reclaimCT,Cape Town,,,en,111,6,31,773,,,,,,,,,
Fri Apr 21 2017 09:40:09 GMT-0400 (EDT),855416000000000000,.@helenzille @ReclaimCT Here is the type of development that is possible on the site AND a R70m land payment could‰Û_ https://t.co/O7Guc8c4Bh,en,GrowAwaySA,JulianS,837346626,Spatial planning and urban law. If its not inclusive its not growth #tafelberg #standwithbromwell  #reclaimCT,Cape Town,,,en,111,6,31,773,,,,,,,,,
Fri Apr 21 2017 09:40:38 GMT-0400 (EDT),855416000000000000,.@helenzille @ReclaimCT Instead u relied on Department of Public Works‰Ûª flimsy 3 pg ‰Û÷financial viability‰Ûª sham read‰Û_ https://t.co/vpMsJ3k4XI,en,GrowAwaySA,JulianS,837346626,Spatial planning and urban law. If its not inclusive its not growth #tafelberg #standwithbromwell  #reclaimCT,Cape Town,,,en,111,6,31,773,,,,,,,,,
Fri Apr 21 2017 09:41:33 GMT-0400 (EDT),855416000000000000,".@helenzille @ReclaimCT Even more confusing, why u used dept with no experience in sector 2 do viability &amp; actively‰Û_ https://t.co/ao9FOpKQk8",en,GrowAwaySA,JulianS,837346626,Spatial planning and urban law. If its not inclusive its not growth #tafelberg #standwithbromwell  #reclaimCT,Cape Town,,,en,112,6,31,773,,,,,,,,,
Fri Apr 21 2017 09:41:33 GMT-0400 (EDT),855416000000000000,".@helenzille @ReclaimCT Even more confusing, why u used dept with no experience in sector 2 do viability &amp; actively‰Û_ https://t.co/ao9FOpKQk8",en,GrowAwaySA,JulianS,837346626,Spatial planning and urban law. If its not inclusive its not growth #tafelberg #standwithbromwell  #reclaimCT,Cape Town,,,en,111,6,31,773,,,,,,,,,
Fri Apr 21 2017 09:42:58 GMT-0400 (EDT),855417000000000000,".@helenzille @ReclaimCT Y do u have no vision on this? #Tafelberg will be hallmark of ur legacy, right now it's loo‰Û_ https://t.co/NhTAlxiwt9",en,GrowAwaySA,JulianS,837346626,Spatial planning and urban law. If its not inclusive its not growth #tafelberg #standwithbromwell  #reclaimCT,Cape Town,,,en,112,6,31,773,,,,,,,,,
